property_type,sector,price,bedRoom,bathroom,built_up_area,study room,servant room,store room
flat,sector 109,1.68,3,3,1579,0,0,0
flat,sector 92,0.8,4,4,1893,0,0,0
flat,sector 79,1.9,3,4,1946,0,0,0
house,sector 12,2.0,5,5,1350,0,0,0
flat,sector 86,1.55,3,3,1900,0,0,0
house,sector 105,1.3,3,3,1125,0,0,0
flat,sector 37c,0.55,1,1,669,0,0,0
flat,sector 84,1.35,3,3,1750,0,0,0
flat,sector 63a,3.5,3,3,1350,0,0,0
flat,sector 45,2.25,4,4,3194,0,1,0
house,sector 4,0.67,3,3,76,0,0,0
flat,sector 65,2.5,3,3,1493,1,1,0
flat,sector 70,2.0,4,5,2172,0,1,0
flat,sector 66,2.7,4,4,2501,0,1,0
flat,sector 79,2.69,3,4,2152,0,1,0
flat,sector 72,3.3,3,4,2185,0,1,0
flat,sector 109,1.8,3,3,2000,0,0,0
flat,sector 86,1.72,3,3,1746,0,0,0
flat,sector 85,1.15,2,2,1380,0,0,1
flat,sector 2,0.95,2,2,1100,0,0,0
flat,sector 108,1.6,3,4,1500,0,1,0
flat,sector 70a,1.27,2,2,1449,0,0,0
flat,sector 70,1.66,3,5,1527,0,1,0
flat,sector 66,3.0,4,5,2100,0,1,0
flat,sector 113,1.65,3,2,1420,0,0,0
flat,sector 70,1.3,3,3,1865,0,0,0
flat,sector 79,1.25,3,3,1212,1,0,0
flat,sohna road,0.45,2,2,590,0,0,0
flat,sector 56,1.35,3,2,1275,0,0,0
flat,sector 85,1.17,2,2,1660,0,0,0
house,sector 7,1.35,4,5,330,0,0,0
house,sohna road road,6.25,3,3,9000,0,0,0
flat,sector 81,0.6,2,2,1000,0,0,0
flat,sector 86,0.67,2,2,1231,0,0,0
flat,sector 104,1.5,2,2,1403,0,0,0
house,sector 66,8.8,4,4,2115,0,1,1
flat,sector 54,1.55,3,3,2000,0,0,0
flat,sector 74,1.52,2,2,1250,0,0,1
flat,sector 89,1.14,3,3,1581,1,0,0
flat,sector 69,1.7,4,4,1819,0,0,0
flat,sector 110,3.4,4,5,3000,0,1,0
house,sector 50,6.8,4,5,2160,1,1,0
flat,sector 103,1.9,3,4,3716,1,1,0
house,sector 3 phase 3 extension,1.0,1,1,1500,0,0,0
flat,gwal pahari,0.56,2,2,1028,0,0,0
flat,sohna road,0.55,2,2,828,0,0,0
flat,sector 81,2.25,3,4,2090,0,1,0
house,sector 109,5.5,4,4,2430,0,1,0
house,sector 28,6.0,4,4,2700,1,0,0
house,sector 48,8.2,3,3,3240,1,1,0
flat,sector 37c,1.44,3,3,2211,0,1,0
house,sector 109,1.87,3,4,2150,0,0,0
flat,sector 69,2.06,3,3,1640,0,0,0
flat,sector 109,1.8,3,3,1910,0,1,0
flat,sector 84,0.89,3,3,1833,0,0,0
flat,sector 49,2.51,3,3,2061,1,0,0
flat,sector 33,1.25,2,2,1539,0,0,0
flat,sector 85,0.9,3,3,1436,0,0,0
flat,sector 111,3.65,4,5,2670,0,1,0
flat,manesar,0.9,3,3,2070,0,1,0
flat,sector 69,2.0,4,4,1819,0,0,0
flat,sector 90,1.65,4,4,2139,0,1,0
house,sector 14,4.5,5,5,2778,0,0,0
flat,sector 37d,1.6,4,3,2000,0,0,0
flat,sector 76,1.92,3,3,1628,0,0,0
flat,sector 65,2.8,4,4,2194,1,1,0
flat,sector 37c,0.95,2,2,1578,0,1,0
house,sector 13,1.5,2,2,1426,1,0,0
house,sector 12,0.9,2,4,675,0,0,0
house,sector 57,4.6,6,6,2700,1,1,1
flat,sector 54,3.85,3,3,2119,0,1,0
flat,sector 109,2.22,3,3,1896,0,1,0
flat,sohna road,0.38,2,2,750,0,0,0
flat,sohna road,0.25,2,2,681,0,0,0
flat,sohna road,0.32,2,2,644,0,0,0
house,sector 47,1.15,3,3,275,0,0,0
flat,sector 62,9.95,4,6,3933,0,1,0
flat,sector 77,1.08,3,4,1810,1,1,0
house,sector 50,10.56,5,5,3240,0,1,0
flat,sector 90,0.7,2,2,1224,1,0,0
flat,sector 82,0.67,2,2,1150,0,0,0
flat,sector 56,2.45,4,4,2900,0,0,0
flat,sector 81,2.4,3,4,1903,0,1,0
flat,sector 33,1.55,3,3,1444,0,0,0
flat,sector 86,1.5,3,3,1780,1,0,0
flat,sector 70,1.65,3,4,1586,0,1,0
flat,sohna road,0.26,2,2,640,0,0,0
flat,sector 24,4.25,3,4,3201,0,1,1
flat,sector 67a,0.53,2,2,657,0,0,0
flat,sector 104,2.23,3,4,2359,0,1,0
flat,sohna road,0.38,2,2,602,0,0,0
flat,sector 2,1.51,3,4,1738,0,1,0
house,sector 41,4.25,2,9,1620,1,1,0
house,sector 50,9.8,4,4,3240,0,1,0
flat,sector 28,6.0,3,3,2983,0,1,0
house,sector 23,5.0,4,4,3078,0,0,0
flat,sector 111,2.65,3,4,2005,1,1,1
flat,sector 111,2.25,3,3,1538,0,0,0
flat,sector 69,1.28,3,3,1428,0,0,0
flat,sector 22,1.99,2,2,1285,0,0,0
flat,sohna road,0.87,3,2,1210,0,0,0
flat,sector 110,0.22,2,2,556,0,0,0
flat,sector 43,1.35,3,3,1320,0,0,0
flat,sector 71,1.15,3,3,1541,0,1,0
flat,sector 56,2.0,4,4,2081,0,0,0
flat,sector 113,1.35,2,2,1090,0,0,0
flat,sector 76,3.35,3,4,2111,0,1,0
flat,sohna road,0.71,2,2,1154,0,0,0
flat,dwarka expressway,1.65,3,4,3094,0,0,0
flat,sector 70,1.55,3,3,1527,1,1,0
flat,sector 85,1.2,2,2,1380,0,0,1
flat,sector 37d,1.55,4,3,2100,0,0,0
flat,sector 68,1.15,2,2,1127,0,0,0
flat,sector 54,1.75,4,3,1900,0,0,0
flat,sector 92,0.8,4,3,1719,0,0,0
flat,sector 104,1.85,3,4,2072,1,1,1
flat,sector 99a,1.6,3,3,1810,0,0,0
house,sector 7,1.16,1,4,1102,0,0,0
flat,sector 108,0.7,2,2,1548,0,0,0
flat,sector 85,1.2,2,2,1190,0,1,1
flat,sector 103,1.33,3,3,1671,1,0,0
house,sector 81,0.75,3,2,1095,1,0,0
flat,sohna road,0.21,1,1,438,0,0,0
flat,sector 37d,1.1,2,2,1242,0,0,0
flat,sector 83,1.08,3,3,1537,0,0,1
flat,sector 22,4.63,3,5,2796,0,1,0
flat,sector 95,0.41,2,2,670,0,0,0
flat,sector 70,1.62,3,3,1527,0,1,0
flat,sector 61,3.9,3,4,1174,0,1,0
house,sector 21,0.45,3,2,594,0,0,0
flat,sector 85,1.78,3,4,2179,0,0,1
flat,sector 92,0.95,4,3,1983,0,0,0
flat,sector 56,1.55,3,3,1800,0,1,0
flat,sector 3,0.26,2,1,611,0,0,0
flat,sector 43,6.5,4,4,2712,0,1,0
flat,sector 85,1.15,2,2,1263,0,0,0
flat,sector 72,4.0,4,5,2629,0,1,0
flat,sector 67,0.56,2,2,889,0,0,0
house,sector 48,8.4,4,4,3240,0,1,0
flat,sector 109,1.38,3,3,2419,0,0,0
flat,sector 37c,0.87,2,3,1428,1,0,0
flat,sector 95,0.57,2,2,1364,0,0,0
flat,sector 85,1.38,3,4,1616,0,1,0
house,sector 56,3.6,5,5,1449,0,0,0
flat,sector 76,1.05,3,3,1597,0,0,0
flat,sector 37d,1.1,3,3,1500,0,0,0
flat,sector 103,1.15,2,2,1080,1,0,0
flat,sector 66,1.9,3,4,1850,0,1,0
flat,sector 106,1.28,3,4,1186,0,1,0
flat,sector 36a,3.65,3,3,2297,0,0,0
house,sector 17,9.5,8,8,4050,1,0,0
flat,sector 84,0.49,2,2,1018,0,0,0
flat,sector 86,1.26,3,3,1747,0,1,0
flat,sector 92,0.95,4,3,1765,0,0,0
flat,sector 92,0.79,3,2,1175,0,0,0
flat,sector 76,0.75,2,2,665,0,0,0
house,sector 37d,2.5,5,5,1900,0,0,0
flat,sector 82,1.15,3,4,1620,0,1,0
flat,sector 57,1.5,3,2,273,0,0,0
flat,sector 33,1.55,3,2,1730,0,0,0
flat,manesar,1.2,3,3,2944,0,1,0
flat,sector 53,6.5,3,4,2683,1,0,0
flat,sector 37d,1.5,3,3,1692,0,0,0
flat,sector 2,0.55,1,1,588,0,0,0
house,sector 109,6.44,4,5,2430,1,1,1
flat,sector 85,1.25,2,2,1934,0,0,0
flat,sohna road,0.27,2,2,640,0,0,0
house,sector 27,8.0,9,9,3042,1,1,1
flat,sohna road,0.87,2,2,1131,1,0,0
flat,sector 106,0.92,2,2,940,0,0,0
house,sector 6,0.75,4,4,480,0,0,0
flat,sector 84,0.37,2,2,532,0,0,0
house,sector 109,6.0,5,5,6228,1,1,1
flat,sector 2,0.6,1,1,665,0,0,0
house,sector 43,15.5,5,6,5490,1,1,1
flat,sector 68,1.78,3,3,1845,0,0,0
