property_type,sector,price,bedRoom,bathroom,built_up_area,study room,servant room,store room
flat,sector 58,4.0,3,4,2164,0,1,0
flat,sector 65,2.9,4,4,1975,1,1,0
house,sector 56,3.25,5,6,1512,0,0,0
flat,sohna road,0.3,2,2,516,0,0,0
flat,sector 102,0.47,2,2,582,0,0,1
flat,sector 95,0.96,3,3,1720,0,0,1
flat,sector 90,1.27,3,3,1500,0,0,0
flat,sector 89,1.01,2,2,1226,1,0,0
house,sector 105,1.3,3,3,1125,0,0,0
flat,sector 107,0.5,3,2,717,0,0,0
flat,sector 90,1.27,4,5,2248,1,1,0
flat,sector 99,0.95,2,3,1611,0,1,0
flat,sector 104,1.16,3,4,2018,0,1,0
flat,sector 2,1.4,3,3,1611,0,0,0
flat,sector 99a,1.02,2,2,1430,1,0,0
flat,sohna road,0.42,2,2,650,0,0,0
flat,sector 108,0.98,2,3,978,1,1,1
house,sector 12,1.0,3,7,3750,0,0,1
flat,sector 85,1.83,3,3,2032,0,0,0
flat,sector 28,2.0,3,3,1240,0,0,0
house,sector 46,2.25,4,3,90,1,0,0
flat,sector 77,1.0,2,2,1489,0,0,0
house,sector 11,1.35,10,6,3500,0,0,0
flat,sector 56,2.05,4,4,2600,0,0,1
flat,sohna road,0.25,1,1,600,0,0,0
flat,sector 85,1.85,4,5,2545,0,0,0
flat,sector 1,0.85,3,3,2081,0,1,0
flat,sector 72,4.0,4,5,2800,0,1,0
flat,sector 70a,1.4,2,2,1262,0,0,0
flat,sector 107,0.9,2,2,1236,0,0,0
flat,sector 92,0.85,3,2,1300,0,0,0
flat,sector 109,1.65,3,3,1946,0,1,0
flat,sector 103,1.25,3,3,1464,0,0,0
flat,sector 88a,0.95,2,2,1452,0,0,0
flat,sector 25,8.0,5,5,5778,1,1,0
flat,sector 108,3.75,3,3,2120,0,1,0
flat,sector 70,1.07,2,2,1222,1,0,0
flat,sector 70a,2.52,3,4,2127,0,1,0
flat,sector 85,1.93,3,4,2400,0,1,0
flat,sector 22,2.79,3,3,1860,0,0,0
flat,manesar,0.68,3,3,1526,0,0,0
house,sector 2,5.0,6,6,3611,0,0,0
flat,sector 83,0.95,2,2,1300,0,0,0
flat,sector 106,1.82,3,2,1359,0,0,0
flat,sector 74,1.54,2,2,1200,0,0,0
flat,sector 89,0.9,3,3,1910,0,0,0
flat,sector 83,1.38,3,3,1350,0,1,0
flat,sector 104,1.35,4,5,3000,1,1,1
flat,sector 111,0.96,2,2,1338,1,0,0
flat,sector 104,0.75,2,2,1148,0,0,0
flat,sector 83,1.72,3,3,1600,0,1,0
flat,sector 107,0.38,2,2,627,0,0,0
flat,manesar,0.9,3,3,1900,0,1,0
flat,sector 79,0.96,2,2,1012,0,0,0
flat,sector 107,1.49,3,4,2137,0,1,1
flat,sector 70,1.6,3,3,1527,1,1,0
flat,sector 102,3.0,4,4,3178,0,0,0
flat,sector 68,1.13,2,2,1130,0,0,0
flat,manesar,0.65,3,2,1696,0,0,0
flat,sector 67,3.05,3,3,2029,0,1,0
flat,sector 52,2.0,4,3,2091,0,1,0
flat,sector 108,2.9,3,4,2003,0,0,0
house,sector 25,10.5,5,5,3618,1,1,0
flat,sector 89,1.55,3,2,1403,0,0,1
flat,sector 4,0.32,2,2,1056,0,0,0
flat,sector 95,0.46,2,2,990,0,0,0
flat,sector 79,1.2,3,3,1165,1,0,0
flat,sector 109,1.7,1,1,965,0,0,0
house,sector 47,0.99,1,4,576,0,0,0
flat,sector 43,4.2,3,4,2125,0,0,0
flat,sector 112,3.0,3,3,2600,0,0,0
house,sector 49,6.75,5,4,3420,1,1,1
flat,sector 77,1.25,3,4,1611,0,1,0
flat,sector 85,1.99,3,4,2398,0,1,0
flat,sector 108,1.68,3,3,1338,1,1,0
flat,sohna road,0.78,2,2,1144,0,0,0
flat,sector 84,1.49,3,3,1833,0,1,0
flat,sector 45,2.4,3,3,195,0,1,0
flat,sector 65,2.9,4,4,2194,0,0,1
flat,sector 108,2.29,4,5,2779,0,1,0
flat,sector 65,2.4,3,3,1600,1,1,0
flat,sohna road,0.34,2,2,699,0,0,0
flat,sector 37c,0.86,3,3,1593,0,0,0
flat,sector 61,1.6,2,2,1533,0,1,0
flat,sector 88b,1.1,2,4,1350,1,0,0
flat,sector 60,3.05,3,3,2300,0,1,0
flat,sector 71,0.6,2,2,557,0,0,0
house,sector 48,8.5,4,5,4000,1,1,0
house,sector 9,3.5,9,9,2610,1,0,0
flat,sector 110,3.6,4,5,3077,0,1,0
house,sector 15,10.0,5,5,4518,0,0,0
flat,sector 70,1.6,3,5,2167,0,1,0
house,sector 10a,1.7,2,1,900,0,0,0
house,sector 12,1.7,1,1,1800,0,1,0
flat,sector 81,2.35,3,3,1550,1,1,0
house,sector 109,7.0,5,6,5400,0,1,0
flat,sector 95,0.19,1,1,3569,0,0,0
flat,sector 63,3.35,3,3,2034,0,0,0
flat,sector 72,3.1,4,5,3374,1,1,1
flat,sector 106,1.1,3,4,1186,0,1,0
house,sector 26,4.0,4,3,8829,0,0,0
flat,sector 102,2.5,4,5,2600,0,1,0
flat,sector 49,2.09,3,3,1633,0,0,0
flat,sector 49,2.35,3,3,2030,0,0,0
flat,sohna road,0.67,2,2,1095,0,0,0
flat,sector 65,1.9,2,2,1141,0,0,0
flat,sohna road,0.7,3,3,1281,0,0,0
flat,sector 37c,0.78,2,2,1068,0,0,0
house,sector 49,3.75,3,3,1701,0,0,0
flat,sector 3,1.35,2,2,1056,0,0,0
flat,gwal pahari,5.5,4,5,5249,1,1,0
flat,sector 66,1.85,2,3,1470,0,1,0
flat,sector 79,0.95,2,2,1611,0,0,0
flat,sector 56,0.47,1,1,672,0,0,0
flat,sector 65,1.99,2,2,1140,0,0,0
flat,sector 37c,1.25,3,3,1350,0,0,0
flat,sector 77,0.75,2,2,1140,0,0,1
house,sector 63a,3.85,3,3,2771,0,1,0
flat,sector 90,0.96,3,4,1697,0,1,0
flat,sector 54,1.69,3,3,1991,0,1,0
flat,sector 88a,1.45,3,3,1993,0,0,0
house,sector 109,6.25,4,4,5400,0,1,0
flat,sohna road,0.26,2,2,521,0,0,0
flat,sector 104,1.73,3,4,2072,0,1,0
flat,sector 48,6.25,3,5,3200,0,1,0
flat,sector 113,2.87,4,4,2553,0,1,0
flat,sector 111,2.65,3,4,2086,0,1,0
flat,sector 22,1.65,2,2,1200,0,0,0
flat,sector 90,1.2,3,3,1572,0,0,0
house,sector 14,5.0,3,3,2250,0,0,0
flat,sector 72,3.19,4,5,2376,0,1,0
flat,sector 81,2.3,3,4,1854,0,1,0
flat,sector 81,2.3,3,4,1825,0,1,0
flat,sector 90,1.75,4,4,2468,0,1,0
flat,sector 105,0.45,3,2,1056,0,0,0
flat,sector 49,2.55,3,4,2060,1,0,0
flat,sector 48,3.45,3,3,1869,0,0,0
flat,sector 95,0.4,2,2,571,0,0,0
flat,sector 81,2.21,3,3,1881,0,1,0
flat,dwarka expressway,1.6,3,3,1529,0,0,0
house,sector 4,0.6,3,3,57,0,0,0
flat,sector 33,0.95,2,2,1253,0,0,0
house,sector 86,2.5,4,5,3194,0,1,0
flat,sector 102,1.77,3,3,1653,0,0,0
flat,sector 70,2.0,4,5,2169,0,1,0
flat,sector 108,4.1,4,5,2343,1,1,0
flat,sector 79,1.85,3,4,1643,0,1,0
flat,sector 95,0.56,2,2,1234,0,0,0
flat,sector 50,3.0,3,3,2357,0,1,0
flat,sector 99a,0.32,2,2,577,0,0,0
flat,sector 99a,1.56,3,5,1807,0,1,0
flat,sector 79,2.5,3,3,2244,0,0,0
flat,sector 110,0.22,2,1,543,0,0,0
flat,sohna road,0.3,2,2,711,0,0,0
flat,sector 89,1.25,3,3,1288,1,0,0
house,sector 26,13.5,5,5,4518,1,1,1
house,sector 91,2.5,4,4,3400,1,1,1
house,sector 43,6.5,5,4,1836,0,1,0
flat,sector 43,2.35,3,3,1527,0,0,1
flat,sector 53,5.0,3,4,3222,0,1,0
flat,sector 113,2.35,3,3,2210,0,1,0
house,sector 7,0.9,2,4,900,0,1,0
flat,sector 83,1.35,3,3,1387,0,1,0
flat,sector 70,1.8,3,4,1527,0,1,0
flat,sector 102,2.15,3,4,1945,1,1,0
flat,sector 43,5.8,4,4,2801,0,0,0
house,sector 57,4.7,3,3,2160,0,1,0
flat,sector 68,0.9,2,2,1311,0,0,0
flat,sector 104,0.4,2,2,514,0,0,0
flat,sector 109,1.72,3,4,1797,0,1,0
house,sector 4,0.4,1,1,432,0,0,0
flat,sector 92,1.55,3,4,1805,0,1,0
house,sector 50,3.99,4,5,4500,0,1,0
flat,sector 81,2.3,3,4,2280,0,1,0
flat,sector 67,2.99,3,3,2200,0,1,0
flat,sector 65,2.8,3,3,1650,0,1,0
flat,sector 52,5.0,5,5,5200,0,0,0
flat,sohna road,1.07,3,3,1600,0,0,0
flat,sector 81,1.45,3,2,1352,0,0,0
flat,sohna road,1.01,2,2,1184,1,0,0
house,sector 73,17.0,5,8,9000,1,1,1
flat,sector 48,1.6,3,3,1700,0,0,0
house,sector 105,0.6,3,3,450,0,0,0
flat,sector 113,3.05,3,4,2600,0,1,0
flat,sector 66,3.98,3,4,2200,0,1,0
flat,sector 69,1.75,3,4,2056,0,0,0
flat,sector 62,6.5,4,4,3925,1,0,0
flat,sector 69,1.43,3,3,1428,0,0,0
house,sector 6,0.4,4,2,1600,0,0,0
flat,sector 76,3.5,3,4,2937,0,0,0
flat,sector 102,1.92,3,3,2222,1,1,1
flat,sector 9a,0.75,3,3,1433,0,0,0
flat,sohna road,0.39,2,2,720,0,0,0
flat,sohna road,0.54,2,2,939,0,0,0
flat,sector 81,2.5,3,3,1700,0,1,0
flat,sector 3,1.25,2,2,1161,0,0,0
flat,sector 9a,1.5,4,3,1833,0,0,0
flat,sector 102,1.52,3,3,1315,0,1,0
flat,sector 83,0.83,2,2,1154,0,0,0
flat,sector 108,3.0,4,5,2204,0,1,0
flat,sector 92,0.95,4,5,1895,0,0,0
flat,sector 86,0.5,2,2,573,0,0,0
house,sector 46,3.55,5,4,1449,0,1,0
flat,sector 51,0.3,1,1,80,1,0,0
house,sector 57,3.5,4,4,1620,0,0,1
flat,sector 79,1.7,3,4,1659,0,1,0
flat,sector 54,4.86,3,4,1875,0,1,0
flat,sector 92,0.5,2,2,1000,0,0,0
flat,sector 102,2.6,3,3,2351,1,1,1
flat,sector 102,1.4,3,3,1413,0,1,0
house,sector 26,18.9,6,8,4518,1,1,1
house,sector 17,3.5,2,6,1440,0,0,0
flat,sector 102,2.5,4,5,2894,0,1,0
flat,sector 7,0.8,3,2,1100,0,0,0
flat,sector 104,1.75,3,3,1529,0,0,0
flat,sector 59,5.8,3,4,3361,0,1,0
flat,sector 49,2.0,4,3,2492,0,0,0
flat,sector 58,2.2,2,2,1528,0,0,0
flat,sector 81,3.5,4,5,2577,0,1,0
flat,manesar,1.6,4,6,2611,1,1,0
flat,sector 85,2.15,3,5,2179,0,0,0
flat,sector 95,0.2,1,1,407,0,0,0
flat,sector 81,3.0,4,5,2882,0,1,0
flat,sohna road,0.58,2,2,822,0,0,0
flat,sector 65,2.85,3,3,1828,0,0,0
flat,sector 102,2.4,3,4,2334,1,0,0
flat,sector 72,6.5,4,4,3846,1,1,0
flat,sector 79,1.28,3,3,1265,1,0,0
flat,manesar,0.85,3,2,1508,0,0,0
flat,sector 110,4.25,5,5,3511,0,1,0
flat,sector 103,0.8,2,2,1089,0,0,0
flat,sector 65,2.25,2,2,1592,0,0,0
house,sector 109,10.0,4,5,3600,1,1,0
flat,sector 37d,0.8,2,2,860,0,0,0
flat,sector 59,4.02,3,3,2550,0,0,0
flat,sector 103,2.4,4,6,2456,0,1,0
flat,sector 83,1.12,3,3,1500,0,0,0
flat,sector 84,1.05,4,4,1896,1,0,0
flat,sector 56,1.7,3,2,1585,0,0,1
flat,sector 85,2.1,4,4,2600,0,0,0
flat,sector 24,4.25,3,4,3201,0,1,0
flat,sector 102,2.22,3,4,2000,1,1,0
house,sector 11,3.08,6,4,2700,0,0,0
flat,sector 102,2.5,3,3,1653,0,0,0
flat,sector 70a,0.95,2,2,930,0,0,0
house,sector 43,9.5,5,5,2250,0,1,0
flat,sector 37c,0.87,2,3,1300,1,0,0
flat,sector 6,0.6,2,2,790,0,0,0
flat,sector 69,1.2,2,3,1222,0,0,0
flat,sector 107,1.3,3,3,1554,0,0,0
flat,sohna road,0.9,3,2,1120,0,0,0
flat,sector 65,2.36,3,3,1493,1,1,0
flat,sector 33,1.3,2,2,1095,1,0,0
flat,sector 33,0.4,2,2,724,0,0,0
flat,sector 37c,0.9,3,3,1500,0,0,0
flat,sector 54,4.85,3,4,1875,0,1,0
flat,sohna road,0.54,2,2,922,0,0,0
flat,sector 85,1.5,4,5,2017,0,1,0
flat,sector 107,1.29,3,3,1690,0,0,0
flat,sohna road,2.6,2,2,4986,0,0,0
house,sector 26,4.5,3,3,1350,0,0,0
house,sector 12,0.35,2,1,360,0,0,0
flat,sector 70,1.62,3,5,1527,0,1,0
flat,sector 85,1.3,2,2,1491,0,0,1
flat,sector 109,1.88,4,5,2765,0,0,0
flat,sector 109,1.7,3,3,1550,0,0,0
house,sector 46,4.35,2,8,1836,1,0,0
flat,sector 85,2.15,4,5,2545,0,1,0
flat,sector 68,1.45,3,2,1365,0,0,0
flat,sector 86,0.78,2,2,1360,0,0,0
flat,sector 58,3.83,3,4,2000,1,1,0
flat,sector 92,0.62,2,2,1498,0,0,0
flat,sector 106,1.4,4,6,1535,0,1,0
flat,sector 49,0.94,1,2,746,0,0,0
flat,sector 109,2.0,4,4,2380,0,1,0
flat,gwal pahari,7.0,4,4,5430,0,1,0
flat,sector 49,0.8,1,1,720,0,0,0
house,sector 72,8.6,4,5,7000,0,0,0
flat,sector 110,3.45,4,4,3077,0,1,0
house,sector 50,7.0,3,2,2160,0,0,0
flat,sector 90,1.8,4,4,2005,0,0,0
flat,sector 85,1.49,4,5,2017,0,1,0
flat,sohna road,0.88,2,2,1016,0,0,0
house,sector 14,7.5,3,3,4518,1,1,0
house,sector 70a,4.0,4,4,6000,0,1,0
flat,sector 86,1.25,2,2,1339,1,0,0
house,sector 43,8.5,5,5,2700,0,1,0
flat,sector 43,2.5,4,4,2398,0,0,0
flat,sohna road,0.78,3,3,1344,0,0,0
house,sector 12,3.5,8,8,4800,1,1,0
flat,sohna road,0.68,2,2,916,0,0,0
flat,sohna road,0.75,2,2,1350,0,0,0
flat,sector 89,1.13,3,3,1473,1,0,0
flat,sector 104,0.98,3,3,1490,0,0,0
flat,sector 90,1.29,3,3,1540,1,0,0
flat,sohna road,0.3,2,2,524,0,0,0
flat,sector 84,2.24,4,4,3165,0,1,0
flat,sector 33,2.15,3,3,1439,0,0,0
flat,sector 104,2.52,4,4,2800,0,1,1
house,sector 2,0.7,1,1,900,0,0,0
flat,sector 102,1.75,3,4,1748,0,1,0
house,sector 5,3.75,5,5,3400,0,0,0
house,sector 50,15.0,4,4,4500,0,1,0
house,sector 82,1.4,3,3,1700,0,0,0
house,sector 7,2.4,10,5,2700,1,1,0
flat,sector 112,2.6,2,2,2441,0,0,0
flat,sector 62,2.1,2,2,1365,0,1,0
flat,sector 86,0.43,2,2,557,0,0,0
flat,sector 50,3.25,3,4,2819,0,1,0
house,sector 47,8.81,8,6,3240,1,1,0
flat,sector 36a,0.4,1,1,436,0,0,0
flat,sector 65,2.85,4,4,2194,1,1,0
house,sector 43,9.85,5,5,3323,1,1,0
flat,sector 90,1.25,3,4,1608,0,1,0
flat,sector 62,3.95,3,3,2876,0,1,0
flat,sector 28,1.24,2,2,1050,0,0,0
flat,sector 9a,1.3,4,4,2580,0,0,0
house,sector 25,4.31,5,4,1350,0,0,0
flat,sector 92,0.6,3,2,1333,0,0,0
flat,sector 65,3.29,3,3,1828,0,0,0
house,sector 12,2.75,6,6,2228,0,0,0
flat,sector 50,2.7,3,3,2357,0,1,0
flat,sector 69,1.51,3,3,1325,0,0,0
flat,sector 79,2.55,4,5,2675,0,1,0
flat,sector 56,2.09,4,4,2300,0,0,0
flat,sector 56,1.37,3,3,1450,0,0,0
flat,sohna road,0.48,2,2,995,0,0,0
house,sector 40,2.15,3,3,900,1,0,1
flat,sector 81,3.46,4,4,2599,0,1,0
house,sector 26,19.0,6,8,4500,1,1,1
flat,sector 85,2.5,4,5,2013,1,0,0
flat,sohna road,0.75,2,2,1081,0,0,0
flat,sector 65,3.0,3,3,1667,0,0,0
flat,sector 83,1.12,3,3,1200,1,1,1
flat,sector 92,1.42,3,3,1738,0,0,0
flat,sector 91,1.9,4,4,2465,0,1,0
house,sector 50,7.42,4,4,3200,0,0,0
flat,sector 82,1.25,3,4,1774,0,0,0
flat,sector 102,2.12,3,3,1852,0,0,0
flat,sector 33,1.7,3,3,1500,0,1,0
flat,sector 61,1.47,2,2,1278,1,0,0
flat,sector 82,1.39,3,3,1955,1,1,0
flat,sector 83,1.75,3,3,1600,0,1,0
flat,sector 62,2.45,2,2,1200,1,0,0
house,sector 67,8.0,6,7,3600,1,1,0
flat,sector 106,1.32,4,5,1535,0,1,0
flat,sector 107,0.52,3,2,717,0,0,0
flat,sector 113,1.45,2,2,1080,0,0,0
flat,sector 107,0.28,2,2,543,0,0,0
flat,sector 81,1.15,3,2,1352,0,0,0
house,sector 43,2.1,10,10,549,0,1,0
house,sector 105,0.65,3,2,720,0,0,0
flat,sector 88a,1.31,2,2,1463,1,0,0
flat,sector 83,0.75,2,2,1150,0,0,0
flat,sector 104,1.8,3,4,2544,0,0,0
flat,sector 109,2.22,3,4,1860,1,1,1
flat,sector 102,1.4,3,3,1300,0,1,0
house,sector 2,2.55,3,3,1557,0,0,0
house,sector 25,10.5,4,4,3618,0,1,0
flat,sector 37c,1.4,4,5,2343,1,1,0
flat,sohna road,0.52,2,2,913,0,0,0
flat,sohna road,0.3,2,2,605,0,0,0
flat,sector 102,1.9,3,4,1757,0,1,0
house,sector 48,8.5,4,4,3240,0,1,1
house,sector 54,2.0,9,9,60,0,1,0
flat,sector 65,2.79,4,4,2194,1,1,0
house,sector 25,11.0,5,5,3096,1,1,1
flat,sector 84,0.85,3,3,1561,1,0,0
flat,sector 76,0.55,2,2,823,0,0,0
flat,sector 48,2.75,3,4,2574,0,0,0
house,sector 28,2.1,2,8,900,0,0,0
house,sector 23,2.4,3,3,2000,0,0,1
flat,sohna road,0.9,2,2,1100,1,0,0
flat,sector 37d,1.25,3,3,2283,0,0,0
house,sector 65,12.5,4,4,3600,1,1,0
flat,sector 95,0.28,2,2,694,0,0,0
house,sector 26,5.5,4,4,1800,0,0,1
house,sector 4,0.5,2,2,450,1,1,0
house,sector 26,6.0,2,5,1800,0,0,0
flat,sector 85,0.72,3,3,1350,0,0,0
flat,sector 69,1.36,3,3,1291,0,0,0
flat,sector 80,1.1,3,3,1580,0,1,0
flat,sector 69,1.95,4,4,1819,0,0,0
flat,sector 86,1.27,3,4,1800,0,1,0
flat,sector 85,1.19,2,2,1670,0,0,0
flat,sector 37d,2.08,4,4,2211,1,1,0
flat,sector 102,1.2,2,2,1073,0,0,0
house,sohna road,0.07,1,1,33,0,0,0
house,sector 109,5.7,4,4,5400,1,1,0
house,sector 25,9.5,9,9,2844,0,0,0
flat,sector 81,0.96,2,2,1194,0,0,0
flat,sector 81,2.35,3,4,1558,0,1,0
flat,sector 61,2.2,3,3,1721,0,0,0
house,sector 48,5.15,5,7,2727,0,1,0
flat,sector 61,1.65,2,2,1333,1,0,0
flat,sector 33,1.35,3,4,1398,0,1,0
flat,sector 37d,0.5,3,3,778,0,0,0
house,sector 70a,6.0,5,4,2700,1,0,0
flat,sector 109,2.1,3,4,2100,0,1,0
flat,sector 70,1.1,3,2,1350,0,0,0
flat,sector 4,0.43,2,2,722,0,0,0
flat,manesar,1.25,4,4,2946,0,0,0
flat,sector 89,1.6,3,3,1774,0,0,0
flat,sector 82a,2.6,4,4,2273,0,0,0
flat,sector 83,1.4,4,4,2167,0,1,0
flat,sector 67,2.78,3,3,2047,0,0,0
flat,sector 2,0.56,1,1,722,0,0,0
flat,sector 77,2.1,3,4,1600,0,1,0
house,sector 56,2.95,2,2,1449,0,0,0
flat,sector 65,2.6,3,3,1650,0,0,0
flat,sector 37c,0.7,2,3,1299,1,0,0
house,sector 25,10.85,6,6,2844,0,0,1
flat,manesar,1.0,3,4,2480,0,0,0
house,sector 4,0.55,2,1,75,0,0,0
house,sector 31,3.69,4,4,1557,1,1,0
flat,sector 85,2.0,3,4,2179,0,1,0
flat,sector 106,1.17,3,4,1186,0,1,0
house,sector 12,1.5,5,5,1350,0,0,0
flat,sector 70a,1.25,2,2,1402,0,0,0
flat,sector 67,1.2,3,3,200,0,0,0
flat,sector 81,0.9,2,2,1231,0,0,0
flat,sector 65,1.7,3,3,1081,1,0,0
flat,sector 50,2.65,3,3,2491,0,1,0
flat,sohna road,1.05,2,2,1175,1,0,0
flat,sector 60,3.7,4,5,2534,0,1,0
house,sector 57,3.49,4,4,1728,1,1,0
flat,sector 37d,1.65,3,3,1699,0,0,0
flat,sector 68,1.8,3,3,1845,0,0,0
flat,sector 107,0.8,2,2,1204,0,0,0
house,sector 12,1.7,1,1,2000,0,0,0
flat,sohna road,0.27,2,2,619,0,0,0
house,sector 8,0.45,1,1,556,0,0,0
flat,sector 106,0.87,2,2,1120,0,0,0
flat,sector 107,0.88,2,2,1236,0,0,0
flat,sector 67a,1.85,4,4,2556,0,0,0
flat,sector 61,2.04,3,3,1595,0,1,0
house,sector 11,2.1,2,6,1215,0,0,0
flat,sector 81,2.25,3,3,1929,0,1,0
flat,sector 58,2.2,2,2,1244,0,0,0
flat,sector 71,0.39,1,1,294,0,0,0
flat,sector 24,5.8,3,4,3700,1,1,0
flat,sector 81,0.95,2,2,1150,0,0,0
flat,sector 90,0.7,2,3,1502,1,0,0
flat,sector 37c,1.27,3,3,1581,1,0,0
flat,sector 108,1.25,3,2,1991,0,0,0
flat,sector 82a,2.85,4,4,2179,0,1,0
house,sector 48,7.25,3,4,2592,1,1,1
flat,sohna road,0.75,3,2,1201,0,0,0
flat,sector 103,2.14,4,6,2718,0,1,0
flat,sector 33,1.07,2,2,1253,0,0,0
flat,sector 85,2.6,3,3,2129,0,1,0
house,sector 112,9.5,5,5,7450,0,1,0
house,sector 4,1.1,4,4,1800,0,0,0
flat,sector 107,1.3,3,3,1547,0,0,0
flat,manesar,0.91,3,3,1900,0,1,0
flat,sector 106,1.14,3,4,1305,1,1,0
house,sector 9,0.6,2,2,558,0,0,0
house,sector 104,0.6,3,3,1170,0,0,0
flat,sector 95,0.17,1,1,3569,0,0,0
flat,sector 28,3.0,3,5,2590,0,0,0
flat,sector 85,1.31,2,2,1822,0,1,0
flat,sector 99,3.2,4,4,3225,0,0,0
flat,sector 106,1.0,2,2,940,0,0,0
flat,sector 68,1.85,3,3,1798,0,0,0
flat,sector 103,0.8,2,2,1450,0,0,0
flat,sector 81,0.39,2,2,667,0,0,0
house,sector 49,4.45,6,6,2880,1,1,1
flat,sector 107,0.5,3,2,717,0,0,0
house,sector 55,1.45,1,4,60,0,0,1
flat,sohna road,0.5,2,2,591,0,0,0
flat,sector 30,3.55,3,5,2367,0,1,0
house,sector 33,8.0,4,4,7000,1,1,1
house,sector 4,4.12,2,1,4635,0,0,0
house,sector 92,2.75,4,4,5000,1,0,0
flat,sector 92,1.1,4,3,1778,0,0,0
flat,sector 92,1.6,3,3,1765,0,1,0
house,sector 89,1.25,3,3,1423,1,0,0
flat,sector 84,1.1,3,3,1584,0,0,0
flat,sector 91,0.89,2,2,1302,0,0,0
flat,sector 66,3.4,3,4,2200,0,1,1
house,sector 17,3.0,4,4,3000,0,0,0
house,sector 14,5.51,3,3,3249,0,0,0
flat,sector 103,1.69,3,3,1670,0,0,0
flat,sector 50,2.75,3,3,2400,0,1,0
house,sector 50,10.3,5,6,3240,1,1,1
flat,sector 95,0.56,2,2,896,0,0,0
flat,sector 40,1.5,1,1,300,0,0,0
flat,sector 33,1.27,2,2,1252,0,0,0
flat,sector 103,1.25,3,4,2012,1,1,0
flat,sector 66,4.5,5,5,3321,0,1,0
flat,sector 21,1.4,5,4,2172,0,0,0
flat,sector 90,0.4,2,2,575,0,0,0
flat,sector 28,1.0,1,1,995,1,0,0
flat,sector 69,3.25,4,5,2910,0,0,0
flat,sector 89,1.3,3,3,1581,1,0,0
flat,sector 56,1.74,3,3,2400,0,1,0
flat,sector 3,0.55,2,2,900,0,0,0
flat,sector 85,1.3,2,2,1130,0,0,0
house,sector 17,0.29,2,1,891,0,0,0
house,sohna road road,0.5,1,4,725,0,0,0
house,sector 41,7.25,9,8,2475,0,1,0
house,sector 61,2.01,3,3,1549,0,0,0
flat,sector 49,1.79,3,3,1556,0,1,0
flat,sector 37d,1.2,3,3,1000,0,0,1
house,sector 108,1.7,4,4,3000,0,0,0
flat,sector 70a,1.6,2,2,1416,0,0,0
flat,sector 92,0.9,3,2,1240,0,0,0
flat,sector 109,1.9,4,4,2765,0,1,0
flat,sector 102,1.9,3,3,2099,1,0,1
flat,sector 86,1.25,3,4,1339,1,0,0
flat,sector 81,4.45,4,4,3850,1,1,0
flat,sector 63,7.9,4,4,3950,0,0,0
house,sector 63a,8.5,6,6,3132,0,0,1
flat,sector 66,2.4,3,2,1700,0,1,0
flat,sector 113,1.5,2,2,1155,0,0,0
flat,sector 37d,0.98,3,3,1675,0,0,0
flat,sector 65,2.29,2,2,1592,1,0,0
flat,sector 71,1.3,4,4,2127,0,1,0
flat,sector 63a,3.15,3,3,2153,0,0,0
house,sector 50,5.88,3,9,2160,1,1,0
flat,sector 99,1.6,3,4,2400,0,0,0
flat,sector 54,5.75,3,4,2329,0,1,0
house,sector 24,3.51,4,4,2844,1,1,1
flat,sector 86,0.41,2,2,668,0,0,0
flat,sector 81,2.29,3,4,2315,1,1,0
house,sector 66,9.01,4,4,5574,0,1,1
flat,sector 89,1.25,3,3,1581,1,0,0
flat,sector 65,13.2,4,4,12222,0,1,0
house,sector 28,3.5,2,6,1350,0,0,0
flat,sector 95,0.55,3,2,811,1,0,0
flat,sector 103,1.05,2,2,1365,0,0,0
flat,sector 85,1.2,2,2,1300,0,0,0
flat,sector 70,1.1,2,2,1444,0,0,0
flat,sector 104,1.85,3,3,2072,0,1,0
flat,sector 10a,1.1,3,3,1833,0,0,0
flat,sector 85,1.2,2,2,1491,0,0,1
flat,sector 102,1.26,2,2,1100,0,0,0
flat,sector 107,0.28,2,2,543,0,0,0
flat,sector 69,1.5,3,3,1492,0,0,0
flat,sector 82,1.6,4,5,2195,0,1,0
house,sector 2,4.95,6,5,2430,0,1,0
flat,sector 79,1.91,3,4,2031,0,1,0
flat,sohna road,0.56,2,2,913,0,0,0
flat,sector 112,4.75,3,5,3405,0,1,0
house,sector 109,12.0,5,6,7000,1,1,0
house,sector 45,17.0,5,8,4500,1,1,1
flat,sector 102,0.95,2,2,915,0,0,0
flat,sector 37c,0.95,3,1,1820,0,0,0
flat,sector 79,1.4,2,2,1556,1,1,1
flat,sector 50,2.65,3,4,2470,0,1,0
flat,sector 112,4.25,3,5,3000,0,1,0
flat,sector 48,5.15,3,3,2364,0,1,0
house,sector 109,7.0,4,4,5400,0,0,0
flat,dwarka expressway,2.0,3,3,1357,0,0,0
flat,sector 83,1.75,3,3,1549,0,1,0
flat,sector 92,0.78,2,2,1083,0,0,0
house,sohna road road,0.5,2,1,900,0,0,0
flat,sector 104,2.6,3,4,2061,1,1,0
flat,sector 90,1.26,3,3,1603,0,0,0
flat,sector 112,3.1,2,2,1500,1,1,1
flat,sector 67a,2.0,3,3,1584,1,0,0
flat,sector 92,0.75,3,2,1556,0,0,0
flat,sector 104,0.49,3,2,695,0,0,0
flat,sohna road,0.26,2,2,535,0,0,0
